keys,en,ja,cn,tw,ptbr,es,kr,de,ru,pl,fr,ro,tr,esla
ITEM_NAME_79,Rhythm Cursor.dll,???????.dll,????.dll,????.dll,Cursor Rítmico.dll,Cursor Metrónomo.dll,,Rhythmus Cursor.dll,????????? ??????.dll,Kursor rytmiczny.dll,Clicsune Mikurseur.dll,Rhythm Cursor.dll,Ritim ?mleç.dll,Cursor metrónomo.dll
ITEM_DESC_79,Add Rhythm playstyle. Deal extra damage on the beat,????????????????\n??????????????????????????,?????????????????????,?????????????????????,Ganha o estilo Rítmico. Cause dano extra na batida certa,Añade los ataques del Cursor Metrónomo. Haz daño extra en golpes sincronizados con el ritmo,,Rhythmus Spielstil hinzufügen. Verursache zusätzlichen Schaden im Takt.,??????? ????????? ?????. ???????? ?????????? ???? ? ???? ??????,Dodaje rytmiczny styl gry. Zadawaj dodatkowe obra?enia do rytmu.,Ajout le style de jeu de Clicsune Mikurseur. Fait plus de dégats si cliqué en rythme,Ob?ii stilul Rhythm. Provoci damage suplimentar pe ritm,Ritim oynan???n? ekler; ritme uygun vuru?larda ekstra hasar verir.,Añade los ataques del Cursor metrónomo. Haz daño extra en golpes sincronizados con el ritmo
ITEM_NAME_80,Ping Pong Cursor.dll,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,Cursor Ping Pong.dll,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,Pinpon ?mleç.dll,DO NOT TRANSLATE
ITEM_DESC_80,Gain Ping Pong playstyle. Bounce a ping pong ball around the screen to deal damage,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,Ganha o estilo Ping Pong. Rebata uma bola de ping pong pela tela para causar dano,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,Pinpon oynan???n? ekler; sekme topu ile ekranda hasar verir.,DO NOT TRANSLATE
ITEM_NAME_81,Recycling Cursor.dll,?????????.dll,????.dll,????.dll,Cursor de Reciclagem.dll,Cursor de Reciclaje,,Recycle Cursor.dll,?????? ???????????.dll,Kursor recyklingu.dll,Recycleur.dll,Recycling Cursor.dll,GeriDönü?üm ?mleç.dll,Cursor de reciclaje.dll
ITEM_DESC_81,Add Recycle playstyle. Summons orbiting files that deal damage on contact,??????????????????\n???????????????????????????,?????????????????????????????,?????????????????????????????,Ganha o estilo Reciclagem. Invoque arquivos que orbitam e causam dano ao contato,Añade los ataques del Cursor de Reciclaje. Genera papeleras de reciclaje orbitanto que hacen daño al contacto y bloquean proyectiles,,"Recycle Spielstil hinzufügen. Beschwört umkreisende Dateien, die bei Kontakt Schaden verursachen.","??????? ????? ???????????. ?????????? ??????????? ?????, ????????? ???? ??? ???????","Dodaje styl gry recyklingu. Przyzwij orbituj?ce muchy, ktre zadaj? obra?enia przy kontakcie",Ajoute je style de jeu du Recycleur. Fait apparaitre des fichiers infligeants des dégats,Ob?ii stilul Recycle. Invoci co?uri de reciclare orbitante care provoac? damage  la contact ?i blocheaz? proiectilele,Geri dönü?üm oynan???n? ekler; yörüngede dönen dosyalar ça??r?r ve temasla hasar verir.,Añade los ataques del Cursor de reciclaje. Genera papeleras de reciclaje orbitando que hacen daño al contacto y bloquean proyectiles
ITEM_NAME_82,Snowman,?????,??,??,Boneco de neve,Muñeco de Nieve,,Schneemann,????????,Ba?wan,Bonhomme de Neige,Om de Z?pad?,Kardan Adam,Muñeco de nieve
ITEM_DESC_82,Spawn an ally that shoots an icicle to freeze the enemy for 1s,??????????????\n????????1????????,?????????????1????,?????????????1????,Invoca um aliado que dispara gelo que congela inimigos por 1s,Genera un aliado que dispara un carámbano para congelar al enemigo durante 1 segundo,,"Spawne einen Verbündeten, der einen Eiszapfen schießt, um den Gegner für 1 Sekunde einzufrieren.","????????? ????????, ??????????? ???????? ?????????. ???????????? ?????? ?? 1 ???.",Przyzwij sojusznika który strzela strzela soplami lodu które zamra?aj? przeciwników na 1 sekund?,Fait apparaitre un allié qui tire des pics de gêle l'ennemi pendant une seconde,Invoc? un aliat care trage un ?ur?ure pentru a înghe?a inamicul timp de 1 secund?,Bir müttefik ça??r?r; 1s boyunca dü?man? donduran bir buz m?zra?? f?rlat?r.,Genera un aliado que dispara un carámbano para congelar al enemigo durante 1 segundo
ITEM_NAME_83,Wall Bots,???????,?????,?????,Robô Parede,Bots de pared,,Wand Bots,????????,Boty obronne,Robot Pare-Feu,Robo?i de Perete,Duvar Botlar?,Bots de pared
ITEM_DESC_83,Spawn an ally that seeks our incoming enemy projectiles to block them.,?????????????\n???????????????????,?????????????????????????,?????????????????????????,Invoca um aliado que persegue e bloqueia projéteis inimigos.,Genera un aliado que observa los proyectiles enemigos para luego bloquearlos,,"Spawne einen Verbündeten, der die kommenden feindlichen Projektile aufspürt, um sie abzuwehren.","????????? ???????? ????, ??????? ??????? ? ????????????? ????????? ???????",Przyzwij sojusznika który wykrywa nadlatuj?ce pociski wroga i blokuj je,Fait apparaitre un allié qui cherche les projectiles adverses pour les bloqués,Invoc? un aliat care caut? proiectilele inamice venind ?i le blocheaz?.,Gelen dü?man mermilerini engelleyen bir müttefik ça??r?r.,Genera un aliado que observa los proyectiles enemigos para luego bloquearlos
ITEM_NAME_84,DMG Aura,???????,????,????,Aura DMG,Aura de Daño,,Schadens Aura,???? ?????,Aura ataku,AOE,Aur? de Daune,Hasar Auras?,Aura de daño
ITEM_DESC_84,Gain an aura that deal 100% damage to enemies inside it,?????????\n??????100???????????,???????????????? 100% ??,????????????????100%??,Ganha uma aura que causa 100% de dano para inimigos dentro dela,Gana un aura que hace un 100% de daño a enemigos que estén dentro de esta,,"Erhalte eine Aura, die Gegnern innerhalb der Aura 100% Schaden zufügt.","??????? ????, ????????? ?????? ????, ?????? ??????",Zyskaj aur? zadaj?c? 100% obra?e? przeciwnikom wewn?trz niej,Gagne une aura qui inflige 100% de dégâts aux ennemis qui y entrent,Prime?ti o aur? care provoac? 100% damage inamicilor din interior,Etraf?ndaki dü?manlara %100 hasar veren bir aura kazan?rs?n.,Gana un aura que hace un 100% de daño a enemigos que estén dentro de esta
ITEM_NAME_85,Glass Cannon,???????,????,????,Canhão de Vidro,Cañon de Cristal,,Glas Kanone,?????????? ?????,Szklana armata,Canon de verre,Tun de Sticl?,Cam Top,Cañón de cristal
ITEM_DESC_85,Double your attack stat but reduce max hearts by half,????2?????????????????????,??????????????????,??????????????????,"Dobar seu ataque, mas reduz sua vida máxima pela metade","Duplica tu ataque, pero reduce a la mitad tus corazones máximos",,"Verdopple deine Angriffs Werte, aber halbiere deine maximale Anzahl an Herzen","????????? ?????????? ?????, ?? ????????? ???????????? ???????? ?????",Podwaja atak ale redukuje maksymalne zdrowie o po?ow?,Double tes Dégâts mais réduit de moitié ton nombre de coeur,"Dubleaz? atacul, dar reduce num?rul maxim de inimi la jum?tate",Sald?r? istatisti?ini iki kat?na ç?kar?r ancak maksimum kalpleri yar?ya indirir.,"Duplica tu ataque, pero reduce a la mitad tus corazones máximos"
ITEM_NAME_86,Heightened Senses,?????????,????,????,Sentidos Melhorados,Sentidos agudizados,,Verstärkte Sinne,??????????? ???????,Wyostrzone zmys?y,Sens Accrus,Sim?uri Ascu?ite,Yükseltilmi? Duyu,Sentidos agudizados
ITEM_DESC_86,Double your attack stat but reduce your max combo capacity by half,???2??????????????????????,???????????????????,???????????????????,"Dobra seu atributo de ataque, mas reduz sua capacidade máxima de combo pela metade","Duplica tu ataque, pero reduce a la mitad tu combo máximo",,"Verdoppel deinen Angriffswert, reduzieren jedoch deine maximale Kombinationskapazität um die Hälfte.","????????? ?????????? ?????, ?? ????? ????????? ????? ?????",Podwaja twój atak ale redukuje maksymalnie kombo o po?ow?,Double tes Dégâts mais réduit de moitié ta capacité de Combo,"Dubleaz? atacul, dar reduce capacitatea combo-ului la jum?tate",Sald?r? istatisti?ini iki kat?na ç?kar?r ancak maksimum kombo kapasitesini yar?ya indirir.,"Duplica tu ataque, pero reduce a la mitad tu combo máximo"
ITEM_NAME_87,Task Manager,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,Gerenciador de Tarefas,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,Görev Yöneticisi,DO NOT TRANSLATE
ITEM_DESC_87,Extra EXE Slot. Mousewheel to rotate,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,Espaço extra de EXE. Use a rodinha do mouse para rotacionar,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,DO NOT TRANSLATE,Ekstra bir EXE yuvas? verir; fare tekeriyle döndürülür.,DO NOT TRANSLATE
ITEM_NAME_88,Mine Bot,??????,?????,?????,Bot Minerador,Bot Mina,,Mine Bot,?????-???,Bot minowy,Robot Minier,Robot Minier,May?n Botu,Bot mina
ITEM_DESC_88,Spawn an ally that orbits a random virus and explodes on contact for 300% damage,?????????????????????????\n????????300???????????,???????????????????????300%???,??????????????????????300%???,Invoca um aliado que orbita um vírus aleatório e explode ao contato causando 300% de dano,Genera un aliado que orbita un virus aleatorio y explota en contacto por 300% de daño,,"Spawnt einen Verbündeten, der einen zufälligen Virus umkreist und bei Kontakt explodiert und 300 % Schaden verursacht.","????????? ???????? ????, ??????? ?????? ?????? ?????????? ?????? ? ?????????? ??? ????????, ?????? 300% ?????",Przyzwij sojusznika który orbituje wokó? losowego wirusa i  wybucha przy kontakcie zadaj?c 300% obra?e?,Fait apparaitre un allié qui orbite autour d'un virus aléatoire et explose au contact pour infliger 300% de dégats,"Invoc? un aliat care orbiteaz? un virus aleator ?i explodeaz? la contact, provocând 300% damage",Rastgele bir virüs etraf?nda dönen ve temasla %300 hasar veren bir müttefik ça??r?r.,Genera un aliado que orbita un virus aleatorio y explota en contacto por 300% de daño
ITEM_NAME_89,D20,20????,????,????,D20,DA2 D20,,D20,D20,D20,D20,D20,D20,D20
ITEM_DESC_89,"At the start of every combat, roll a D20. Gain an attack buff or debuff based on the results",??????20????????\n?????????????????,?????????????????????????????,?????????????????????????????,"No começo de cada combate, role um D20. Ganha um buff ou debuff de ataque baseado nos resultados","Al comienzo de cada combate, tira un dado de 20 caras. Gana o reduce tu ataque según el resultado",,Zu Beginn jedes Kampfes würfle einen D20. Erhalte einen Angriffsbonus oder einen debuff basierend auf dem Ergebnis.,? ?????? ??????? ??? ?????????????? ??? D20. ? ??????????? ?? ?????????? ??????????? ???? ??? ?????? ? ?????,Na pocz?tku ka?dej walki rzu? ko?ci? D20. Zyskaj wzmocnienie lub os?abienie ataku w zale?no?ci od wyniku.,"Au début de chaque combat, lance un D20. Gagne un bonus ou un malus en fonction du résultat","La începutul fiec?rei lupte, arunc? un D20. Prime?ti un bonus sau un penalizator la atac în func?ie de rezultat",Her sava? ba??nda bir D20 at?l?r; sonuçlara göre sald?r? buffu veya debufu kazan?rs?n.,"Al comienzo de cada combate, tira un dado de 20 caras. Gana o reduce tu ataque según el resultado"
ITEM_NAME_90,Goliath Mod,????MOD,????,????,Mod Goliath,Goliath Mod,,Goliath Mod,??? ???????,Mod goliata,Mod Goliath,Mod Goliath,Golyat Modu,Modificador de Goliath
ITEM_DESC_90,Increase size and maximum hearts by 50%.,????????????+50?,?????????? 50%?,??????????50%?,Aumenta tamanho de corações e vída máxima em 50%.,Incrementa tu tamaño y máximo de corazones en un 50%,,Größe und maximale Herzen um 50 % erhöht.,??????????? ?????? ? ???????????? ???????? ?? 50%.,Zwi?ksza rozmiar oraz ilo?? maksymalnych serc o 50%.,Aumente ta taille et ton nombre de coeur max de 50%,Cre?te dimensiunea ?i num?rul maxim de inimi cu 50%.,Boyutu ve maksimum kalpleri %50 art?r?r.,Incrementa tu tamaño y máximo de corazones en un 50%
ITEM_NAME_91,Miniature Mod,?????MOD,????,????,Mod Miniatura,Miniatura Mod,,Winzlings Mod,????-???,Mod miniaturka,Mod Miniature,Mod Miniatur?,Minyatür Modu,Modificador miniatura
ITEM_DESC_91,Reduces size and maximum hearts by 50%.,????????????-50?,?????????? 50%?,??????????50%?,Reduz tamanho e vida máxima em 50%.,Decrementa tu tamaño y máximo de corazones en un 50%,,Reduziert Größe und maximale Herzen um 50 %.,????????? ?????? ? ???????????? ???????? ?? 50%.,Zmniejsza rozmiar oraz ilo?? maksymalnych serc o 50%.,Réduit ta taille et ton nombre de coeur max de 50%,Reduce dimensiunea ?i num?rul maxim de inimi cu 50%.,Boyutu ve maksimum kalpleri %50 azalt?r.,Reduce tu tamaño y máximo de corazones en un 50%
ITEM_NAME_92,Virus Defect,??????,?????,?????,Deficiência de Vírus,Virus Defectuoso,,Defekter Virus,?????? ??????,Defekt wirusów,Virus Défectueux,Defect de Virus,Virüs Kusuru,Virus defectuoso
ITEM_DESC_92,Viruses start with less health (-20%),??????????????20??????,???????? 20%?,????????20%?,Vírus começa com menos vida (-20%),Todos los virus comienzan con un 20% menos de vida,,Viren starten mit (-20%) weniger Leben.,?????? ???????? ??? ? ?????????? ????????? (-20%),Wirusy zaczynaj? z mniejsz? ilo?ci? zdrowia (-20%),Les virus ont 20% de santé en moins,Viru?ii încep cu mai pu?in? via?? (-20%),Virüsler %20 daha az canla ba?lar.,Todos los virus comienzan con un 20% menos de vida
ITEM_NAME_93,Toxic Approach,?????,????,????,Abordagem Tóxica,Aproximación Tóxica,,Toxische Annäherung,????????? ??????,Toksyczne podej?cie,Approche Toxique,Abordare Toxic?,Zehirli Yakla??m,Aproximación tóxica
ITEM_DESC_93,Viruses get poisoned for 5 seconds upon spawning,???????????5??????????,??????? 5 ??,???????5??,Vírus são envenenados por 5 segundos ao surgirem,Los virus estarán envenenados por 5 segundos al spawnear,,Viren werden vergiftet für 5 Sekunden nach dem sie spawnen.,??? ????????? ?????? ?????????? ???? ?? 5 ???.,Wirusy zostaj? otrute na 5 sekund po pojawieniu si?,Les virus se font empoisonnés 5 secondes après leurs apparition,Viru?ii sunt otr?vi?i timp de 5 secunde la apari?ie,Virüsler do?du?unda 5s boyunca zehirlenir.,Los virus estarán envenenados por 5 segundos al aparecer
ITEM_NAME_94,Vouchers,????,???,???,Cupons,Vales,,Gutscheine,??????,Kupony,Coupons,Cupoane,Kuponlar,Vales
ITEM_DESC_94,Shop items are discounted by half,??????????????????,??????????,??????????,Itens da loja tem 50% de desconto,Los items de las tiendas estarán a mitad de precio,,Shop Items sind auf die Hälfte reduziert.,?????? ? ???????? ????? ????? ???????,Przedmioty w sklepie s? ta?sze o po?ow?,Les items dans les boutiques sont a moitié prix,Articolele din magazin sunt reduse la jum?tate,Ma?aza e?yalar? yar? fiyat?na dü?er.,Los objetos de las tiendas estarán a mitad de precio
ITEM_NAME_95,Combo Extension,?????,?????,?????,Extensão de Combo,Extensión de combo,,Kombo Erweiterung,?????????? ?????,Rozszerzenie do komba,Extension de Combo,Extensie de Combo,Kombo Uzatma,Extensión de combo
ITEM_DESC_95,Increase combo airtime by 0.5s,???????????0.5?????,???????? 0.5 ??,????????0.5??,Aumenta tempo de combo em 0.5s,Incrementa el tiempo para continuar el combo en 0.5 segundos,,"Erhöhe die Kombo dauer um 0,5 Sekunden.",?????????? ????? ????? ?? 0.5 ???.,Zwi?ksz czas komba o 0.5s,Augmente le airtime des combos de 0.5s,Cre?te timpul de men?inere a combo-ului cu 0.5 secunde,Kombo havada kalma süresini 0.5s art?r?r.,"Incrementa el tiempo para continuar el combo en 0,5 segundos"
ITEM_NAME_96,System Hang,??????,????,????,Travada de Sistema,Bloqueo del sistema,,System Hänger ,????????? ???????,Zawieszenie systemu,Freeze,Blocaj de Sistem,Sistem Donmas?,Bloqueo del sistema
ITEM_DESC_96,Destroy all enemy projectiles when hit,?????????????????????,????????????,?????????????,Destrua todos os projéteis inimigos quando atingido,Destruye todos los proyectiles enemigos al golpear,,"Zerstört alle feindlichen Projektile, wenn sie getroffen werden.",??? ????????? ????? ?????????? ??? ????????? ???????,Zniszcz wszystkie wrogie pociski kiedy zostaniesz trafiony,Détruit tout les projectiles ennemis quand tu reçoit des dégâts,Distruge toate proiectilele inamice când e?ti lovit,Hasar al?nd???nda tüm dü?man mermilerini yok eder.,Destruye todos los proyectiles enemigos al golpear
ITEM_NAME_97,Call of Master Cursor,????????????,?????,?????,Chamado do Cursor Mestre,Llamada al cursor maestro,,Ruf des Meister Cursor,??? ??????-???????,Wezwanie Mistrza Kursora,L'appel au Grand Curseur,Chemarea Maestrului Cursor,Usta ?mleç Ça?r?s?,Llamada al cursor maestro
ITEM_DESC_97,"Upon defeating 3 viruses without getting hit, calls down a cursor that deals damage",????????????3??????????????????\n???????????,???????????????????????,?????????????????????????,"Após derrotar 3 vírus sem ser atingido, chama um cursor que causa dano","Al inspeccionar 3 virus sin recibir daño, vendrá el cursor maestro que hará daño",,"Wenn du 3 Viren besiegst, ohne getroffen zu werden, erscheint ein Cursor, der Schaden verursacht.","????? ??????????? 3 ??????? ?????? ??? ????????? ????? ????????? ??????, ????????? ??????",Po pokonaniu 3 wirusów bez zostania trafionym wzywa kursor który zadaje obra?enia,"Après avoir vaincu 3 virus sans te faire toucher, appelle un curseur qui inflige des dégâts","Dup? ce învingi 3 viru?i f?r? s? fii lovit, invoci un cursor care provoac? damage",Hasar almadan 3 virüs yendi?inde hasar veren bir imleç ça??r?r.,"Al inspeccionar 3 virus sin recibir daño, vendrá el cursor maestro que hará daño"
